t,x,y,z,yaw
0.0,1.0,1.5,0.2,-0.0
0.1,1.000555062519015,1.5235532253548214,0.203,-0.0471238898038469
0.2,1.00221901769846,1.5470541566592573,0.20600000000000002,-0.0942477796076938
0.30000000000000004,1.0049881711417212,1.5704506159687914,0.20900000000000002,-0.14137166941154072
0.4,1.0088563746356556,1.5936906572928624,0.21200000000000002,-0.1884955592153876
0.5,1.0138150398011616,1.6167226819279528,0.21500000000000002,-0.23561944901923448
0.6000000000000001,1.0198531571615286,1.6394955530196147,0.21800000000000003,-0.28274333882308145
0.7000000000000001,1.0269573205862272,1.6619587090990746,0.221,-0.3298672286269283
0.8,1.0351117570558743,1.684062276342339,0.224,-0.3769911184307752
0.9,1.0442983616822774,1.7057571793025543,0.227,-0.42411500823462206
1.0,1.054496737905816,1.7269952498697734,0.23,-0.47123889803846897
1.1,1.0656842427809043,1.7477293342162037,0.233,-0.5183627878423159
1.2000000000000002,1.0778360372489926,1.7679133974894983,0.23600000000000002,-0.5654866776461629
1.3,1.0909251412874883,1.7875026260216393,0.23900000000000002,-0.6126105674500096
1.4000000000000001,1.104922493812155,1.8064535268264883,0.24200000000000002,-0.6597344572538566
1.5,1.1197970171999845,1.824724024165092,0.245,-0.7068583470577035
1.6,1.1355156862892941,1.8422735529643444,0.248,-0.7539822368615504
1.7000000000000002,1.152043601703843,1.8590631488815945,0.251,-0.8011061266653974
1.8,1.169344067338174,1.8750555348152298,0.254,-0.8482300164692441
1.9000000000000001,1.1873786718321475,1.8902152036691648,0.257,-0.8953539062730911
2.0,1.2061073738537633,1.9045084971874737,0.26,-0.9424777960769379
2.1,1.225488591000934,1.9179036806841352,0.263,-0.9896016858807849
2.2,1.2454792921248143,1.9303710135019718,0.266,-1.0367255756846319
2.3000000000000003,1.2660350928697133,1.9418828150443468,0.269,-1.0838494654884787
2.4000000000000004,1.2871103542174638,1.9524135262330098,0.272,-1.1309733552923258
2.5,1.3086582838174552,1.9619397662556435,0.275,-1.1780972450961724
2.6,1.3306310398773542,1.9704403844771128,0.278,-1.2252211349000193
2.7,1.352979837383848,1.977896507399165,0.281,-1.2723450247038663
