timestamp,stateEstimate.x,stateEstimate.y,stateEstimate.z,stateEstimate.yaw
52007,1.033021330833435,1.498255729675293,0.24210862815380096,1.709043264389038
52107,1.0328713655471802,1.499147891998291,0.23497003316879272,1.7586930990219116
52207,1.0230909585952759,1.5015887022018433,0.23457841575145721,0.32799002528190613
52307,1.02310311794281,1.5123199224472046,0.23449410498142242,-3.7959811687469482
52408,1.0312728881835938,1.5507769584655762,0.22901594638824463,-8.58505630493164
52507,1.0554442405700684,1.6151840686798096,0.21043777465820312,-14.901839256286621
52607,1.0758702754974365,1.6799839735031128,0.21416066586971283,-21.616498947143555
52707,1.1065006256103516,1.7588316202163696,0.22411510348320007,-29.353866577148438
52808,1.141723394393921,1.8112519979476929,0.2348068207502365,-35.36101531982422
52907,1.1671953201293945,1.8409900665283203,0.2505287826061249,-40.047027587890625
53007,1.1899901628494263,1.8668118715286255,0.26212990283966064,-44.29043960571289
53107,1.1898651123046875,1.8778594732284546,0.26369649171829224,-48.28546905517578
53207,1.1976960897445679,1.8944597244262695,0.274012953042984,-53.887447357177734
53307,1.204953670501709,1.9080755710601807,0.28186410665512085,-60.48915100097656
53407,1.2196446657180786,1.9315930604934692,0.29909902811050415,-66.98001861572266
53508,1.2440234422683716,1.9401354789733887,0.28204020857810974,-72.66471099853516
53607,1.304113745689392,1.9488561153411865,0.2816048264503479,-77.4157943725586
53707,1.376539945602417,1.9550997018814087,0.27745190262794495,-81.95040893554688
53807,1.4402401447296143,1.951119065284729,0.2791356146335602,-86.793701171875
53907,1.5035042762756348,1.9558889865875244,0.2879190146923065,-92.05997467041016
54007,1.5578384399414062,1.9657211303710938,0.294607013463974,-97.63607025146484
54107,1.6133122444152832,1.9654767513275146,0.2968011796474457,-103.4897232055664
54207,1.6703901290893555,1.9684128761291504,0.30351948738098145,-109.27840423583984
54307,1.7215561866760254,1.9492883682250977,0.3154088854789734,-114.80694580078125
54408,1.7767412662506104,1.9205328226089478,0.33419159054756165,-120.00112915039062
54507,1.8250675201416016,1.8930063247680664,0.33617663383483887,-125.19842529296875
54607,1.8541576862335205,1.874098777770996,0.3349258601665497,-130.35537719726562
54707,1.8862656354904175,1.8576246500015259,0.34180182218551636,-135.60459899902344
54807,1.9031968116760254,1.8398381471633911,0.34102174639701843,-141.11410522460938
54907,1.9205125570297241,1.8256921768188477,0.34026139974594116,-146.832275390625
55007,1.9411945343017578,1.800768256187439,0.3364368677139282,-152.4822998046875
55107,1.9485671520233154,1.7648600339889526,0.34313222765922546,-157.83172607421875
55207,1.9577172994613647,1.7195104360580444,0.3486155867576599,-162.87115478515625
55308,1.95973539352417,1.6675362586975098,0.3401775360107422,-167.49600219726562
55407,1.9725396633148193,1.5982760190963745,0.32333213090896606,-172.45545959472656
55507,1.9963107109069824,1.5240223407745361,0.3240886628627777,-177.50726318359375
55607,2.0087532997131348,1.4744089841842651,0.3472457528114319,177.2750701904297
55708,2.012448310852051,1.4275856018066406,0.365270733833313,171.57272338867188
55807,2.0116167068481445,1.390380859375,0.36735406517982483,165.8015594482422
55907,1.9985398054122925,1.3568185567855835,0.3762166500091553,160.20729064941406
56007,1.9811599254608154,1.3074625730514526,0.38699227571487427,154.96841430664062
56107,1.9770019054412842,1.2619999647140503,0.40908923745155334,149.71722412109375
56207,1.9611542224884033,1.2266125679016113,0.41541576385498047,144.29449462890625
56307,1.948331356048584,1.18638277053833,0.426068514585495,138.95974731445312
56407,1.9436899423599243,1.1568751335144043,0.440380722284317,133.39718627929688
56507,1.9248442649841309,1.133056402206421,0.4626465439796448,127.65855407714844
56608,1.8764859437942505,1.1193588972091675,0.4762330651283264,122.15122985839844
56707,1.8225593566894531,1.108356237411499,0.490310400724411,117.03157043457031
56807,1.768938422203064,1.101223111152649,0.5261797308921814,111.91337585449219
56907,1.7084795236587524,1.1004180908203125,0.5359668731689453,106.5660629272461
57008,1.637929916381836,1.0879110097885132,0.5238490104675293,101.33958435058594
57107,1.583265781402588,1.0700843334197998,0.5139633417129517,96.69357299804688
57207,1.5312634706497192,1.047736644744873,0.5062271952629089,91.62459564208984
57307,1.4885497093200684,1.0413445234298706,0.5078113675117493,86.32093811035156
57407,1.4460821151733398,1.0414289236068726,0.5195016860961914,80.70732879638672
57507,1.392074465751648,1.043790340423584,0.5269098281860352,75.30638885498047
