timestamp,stateEstimate.x,stateEstimate.y,stateEstimate.z,stateEstimate.yaw
203584,1.0445513725280762,1.5115996599197388,0.18900267779827118,1.6413938999176025
203684,1.0711756944656372,1.5447568893432617,0.19213466346263885,0.43513479828834534
203784,1.0739805698394775,1.5880142450332642,0.18585723638534546,-1.8506848812103271
203884,1.0835120677947998,1.6187113523483276,0.17242497205734253,-5.293902397155762
203984,1.0638078451156616,1.6191734075546265,0.14881452918052673,-10.09774398803711
204084,1.0678889751434326,1.6371132135391235,0.13788598775863647,-15.841794967651367
204184,1.0514103174209595,1.6298401355743408,0.12636075913906097,-21.782974243164062
204284,1.0199980735778809,1.6484888792037964,0.1547260284423828,-27.258270263671875
204384,1.0423567295074463,1.6664446592330933,0.1886119842529297,-32.36719512939453
204484,1.0424612760543823,1.6781747341156006,0.20684754848480225,-37.55515670776367
204584,1.0427532196044922,1.6968413591384888,0.2487453818321228,-43.15660095214844
204684,1.0590088367462158,1.7264702320098877,0.2508004605770111,-49.134578704833984
204784,1.0698564052581787,1.7690266370773315,0.2694062292575836,-55.09733200073242
204884,1.1050605773925781,1.779118299484253,0.29456523060798645,-60.68771743774414
204984,1.1055264472961426,1.813886284828186,0.3097067177295685,-66.01907348632812
205084,1.1196646690368652,1.839112401008606,0.31322747468948364,-71.23845672607422
205184,1.1402595043182373,1.8827192783355713,0.33856961131095886,-76.6588134765625
205284,1.1649549007415771,1.930545449256897,0.36896318197250366,-82.19141387939453
205384,1.2245450019836426,1.9916937351226807,0.3967548608779907,-87.78610229492188
205484,1.299117922782898,2.018867015838623,0.39275220036506653,-93.23594665527344
205584,1.3601399660110474,2.0634639263153076,0.4138566851615906,-98.47559356689453
205684,1.4115514755249023,2.065742254257202,0.42452317476272583,-103.82295227050781
205784,1.458149790763855,2.074770450592041,0.42161914706230164,-109.46248626708984
205884,1.5338163375854492,2.065892219543457,0.4089917242527008,-115.24967956542969
205984,1.6065082550048828,2.0220589637756348,0.3935222923755646,-121.06285858154297
206084,1.634433627128601,2.01802921295166,0.38443759083747864,-126.64434814453125
206184,1.6908636093139648,2.003791570663452,0.3572723865509033,-132.0939483642578
206284,1.7291994094848633,1.9666974544525146,0.34499692916870117,-137.48883056640625
206384,1.7645642757415771,1.9557466506958008,0.3372213840484619,-143.2598419189453
206484,1.7871829271316528,1.9406582117080688,0.3356902003288269,-148.92611694335938
206584,1.821230173110962,1.904841423034668,0.3393724858760834,-154.635986328125
206684,1.8375136852264404,1.8891065120697021,0.36273911595344543,-160.32537841796875
206784,1.8767507076263428,1.8724333047866821,0.3640342354774475,-166.04966735839844
206884,1.915657877922058,1.8268555402755737,0.3638279139995575,-171.65074157714844
206984,1.9384963512420654,1.7808507680892944,0.36291712522506714,-176.94683837890625
207084,1.938255786895752,1.683971643447876,0.29928550124168396,178.2819366455078
