timestamp,Kalman.stateX,Kalman.stateY,Kalman.stateZ,kalman.stateD2
117934,1.0891677141189575,1.4268696308135986,0.21631698310375214,0.0
118034,1.0833138227462769,1.422772765159607,0.2277471125125885,0.0
118134,1.076683521270752,1.4393092393875122,0.21998533606529236,0.0
118234,1.0689541101455688,1.4724713563919067,0.20299170911312103,0.0
118334,1.0540825128555298,1.5186604261398315,0.19989743828773499,0.0
118434,1.0548889636993408,1.55574369430542,0.2019595205783844,0.0
118534,1.063892126083374,1.5932791233062744,0.1946435123682022,0.0
118634,1.0612428188323975,1.6371746063232422,0.19788849353790283,0.0
118734,1.0788542032241821,1.6859697103500366,0.2136659324169159,0.0
118834,1.1224993467330933,1.7109050750732422,0.2310236245393753,0.0
118934,1.129608154296875,1.7385871410369873,0.24343368411064148,0.0
119034,1.1223115921020508,1.7538493871688843,0.2421809732913971,0.0
119134,1.109563946723938,1.764412760734558,0.2268865704536438,0.0
119234,1.1050974130630493,1.7811747789382935,0.22386860847473145,0.0
119334,1.0993893146514893,1.7937054634094238,0.25039586424827576,0.0
119434,1.1240429878234863,1.8148210048675537,0.2597043812274933,0.0
119534,1.130806565284729,1.8549308776855469,0.2904737889766693,0.0
119634,1.1590622663497925,1.884860634803772,0.3153471052646637,0.0
119734,1.1887638568878174,1.8929498195648193,0.3102755546569824,0.0
119834,1.2056766748428345,1.9070172309875488,0.28842559456825256,0.0
119934,1.2200452089309692,1.9117120504379272,0.2761342525482178,0.0
120034,1.208207607269287,1.9063345193862915,0.2700127065181732,0.0
120134,1.1985303163528442,1.8927236795425415,0.24854286015033722,0.0
120234,1.2046164274215698,1.885569453239441,0.2295413464307785,0.0
120334,1.224741816520691,1.893686294555664,0.24845720827579498,0.0
120434,1.2271509170532227,1.8900368213653564,0.24854421615600586,0.0
120534,1.2492622137069702,1.912930965423584,0.24525964260101318,0.0
120634,1.2650514841079712,1.9372657537460327,0.25118744373321533,0.0
120734,1.2936241626739502,1.9464530944824219,0.23976439237594604,0.0
120834,1.3340275287628174,1.9606348276138306,0.24283964931964874,0.0
120934,1.3666571378707886,1.9741156101226807,0.24361081421375275,0.0
121034,1.3983092308044434,1.9925005435943604,0.25626447796821594,0.0
121134,1.42441725730896,1.9996951818466187,0.2714923024177551,0.0
121234,1.4562280178070068,2.0102827548980713,0.27268823981285095,0.0
