timestamp,Kalman.stateX,Kalman.stateY,Kalman.stateZ
41768,1.2398918867111206,1.5503145456314087,0.18157990276813507
41778,1.2401642799377441,1.5559672117233276,0.18486787378787994
41788,1.2378994226455688,1.5577244758605957,0.18676821887493134
41798,1.240796446800232,1.5592807531356812,0.1827939748764038
41808,1.2379714250564575,1.5615627765655518,0.18245314061641693
41818,1.2354978322982788,1.5649739503860474,0.1786748170852661
41828,1.2383558750152588,1.5668976306915283,0.1812482625246048
41838,1.2380164861679077,1.5665167570114136,0.18121936917304993
41848,1.2415603399276733,1.5682891607284546,0.18469510972499847
41858,1.2427035570144653,1.5652204751968384,0.18450573086738586
41868,1.241647720336914,1.5649850368499756,0.18521827459335327
41878,1.2393642663955688,1.562217354774475,0.1862461417913437
41888,1.2396715879440308,1.5598021745681763,0.18802642822265625
41898,1.2408766746520996,1.5622996091842651,0.19114841520786285
41908,1.2395756244659424,1.5616921186447144,0.19107218086719513
41918,1.2380421161651611,1.562276005744934,0.19110925495624542
41928,1.2416322231292725,1.5650922060012817,0.19380849599838257
41938,1.2406622171401978,1.5669832229614258,0.19186502695083618
41948,1.2463337182998657,1.567854881286621,0.19545213878154755
41958,1.2475229501724243,1.5655359029769897,0.1957959085702896
41968,1.2488853931427002,1.5703246593475342,0.19767720997333527
41978,1.253688931465149,1.572480320930481,0.20165613293647766
41988,1.2582168579101562,1.5701184272766113,0.20250658690929413
41998,1.2616233825683594,1.5723060369491577,0.20590735971927643
42008,1.262963891029358,1.5696508884429932,0.20470811426639557
42018,1.2639734745025635,1.5720759630203247,0.20647656917572021
42028,1.2674885988235474,1.5699403285980225,0.20525403320789337
42038,1.2677078247070312,1.5723990201950073,0.2063945084810257
42048,1.2725634574890137,1.5813815593719482,0.20682820677757263
42058,1.2736343145370483,1.5812605619430542,0.20789097249507904
42068,1.2742542028427124,1.5805866718292236,0.2104024589061737
42078,1.2724565267562866,1.5808135271072388,0.21244394779205322
42088,1.2675812244415283,1.5786553621292114,0.21574527025222778
42098,1.2625000476837158,1.5779621601104736,0.21729807555675507
42109,1.2632430791854858,1.5751276016235352,0.2144508957862854
42118,1.2644908428192139,1.5784251689910889,0.21409380435943604
