timestamp,Kalman.stateX,Kalman.stateY,Kalman.stateZ,kalman.stateD2
137276,0.9699981212615967,1.4706345796585083,0.21424198150634766,0.0
137376,0.9790642857551575,1.4893171787261963,0.20121340453624725,0.0
137476,0.993902325630188,1.5045090913772583,0.18767905235290527,0.0
137576,0.997096061706543,1.5303763151168823,0.17667077481746674,0.0
137676,0.9883366823196411,1.5725224018096924,0.17550888657569885,0.0
137776,1.0008622407913208,1.6165361404418945,0.17156170308589935,0.0
137876,1.0126615762710571,1.654623031616211,0.1821487993001938,0.0
137976,1.0325909852981567,1.696783185005188,0.2033102959394455,0.0
138076,1.0624030828475952,1.7355574369430542,0.21282750368118286,0.0
138176,1.0834202766418457,1.7671724557876587,0.23436880111694336,0.0
138276,1.1059807538986206,1.780365228652954,0.24837733805179596,0.0
138376,1.1165664196014404,1.7696069478988647,0.2484082132577896,0.0
138476,1.1141098737716675,1.7695854902267456,0.2505668103694916,0.0
138576,1.119586706161499,1.7756214141845703,0.25068628787994385,0.0
138676,1.1460968255996704,1.7938673496246338,0.24654127657413483,0.0
138776,1.1316826343536377,1.8107070922851562,0.25655674934387207,0.0
138876,1.12250816822052,1.8198734521865845,0.256625771522522,0.0
138976,1.1063543558120728,1.826505184173584,0.24839021265506744,0.0
139076,1.095412015914917,1.8340426683425903,0.25101491808891296,0.0
139176,1.0904970169067383,1.8445667028427124,0.24950964748859406,0.0
139276,1.100082278251648,1.857619047164917,0.2526657283306122,0.0
139377,1.1204172372817993,1.8768465518951416,0.256143182516098,0.0
139476,1.1487127542495728,1.8965201377868652,0.2625458538532257,0.0
139577,1.1755832433700562,1.9060183763504028,0.2647619843482971,0.0
139676,1.205801248550415,1.923340916633606,0.2483881413936615,0.0
139776,1.2320103645324707,1.9465184211730957,0.2516171634197235,0.0
139876,1.2601101398468018,1.961182951927185,0.24825263023376465,0.0
139976,1.2960306406021118,1.9758943319320679,0.24690461158752441,0.0
140076,1.332051157951355,1.9803355932235718,0.2446683943271637,0.0
140176,1.3660390377044678,1.9901752471923828,0.2419593781232834,0.0
140276,1.4069398641586304,2.0036771297454834,0.23981699347496033,0.0
140376,1.441801905632019,2.016303777694702,0.24759931862354279,0.0
140476,1.4628950357437134,2.0267813205718994,0.25267481803894043,0.0
140576,1.479233741760254,2.0420422554016113,0.2531806528568268,0.0
140676,1.5002796649932861,2.06441068649292,0.2594108283519745,0.0
140776,1.5162204504013062,2.070176124572754,0.2747398018836975,0.0
140876,1.5367087125778198,2.0688257217407227,0.27359920740127563,0.0
140976,1.5736134052276611,2.064814567565918,0.27711859345436096,0.0
141076,1.6091138124465942,2.0544471740722656,0.286961168050766,0.0
141176,1.6302974224090576,2.033794641494751,0.3074336647987366,0.0
141276,1.6599153280258179,2.0204193592071533,0.3115181028842926,0.0
141376,1.6939563751220703,2.0086607933044434,0.3149736225605011,0.0
141476,1.710008144378662,2.0002410411834717,0.3103555738925934,0.0
141576,1.7219433784484863,1.9947699308395386,0.3119051158428192,0.0
141676,1.7384921312332153,1.979222297668457,0.31745460629463196,0.0
141776,1.7520121335983276,1.9655295610427856,0.32687053084373474,0.0
141877,1.7591265439987183,1.9552286863327026,0.3324887156486511,0.0
141976,1.7677969932556152,1.9466748237609863,0.3300018906593323,0.0
142076,1.7890713214874268,1.9312100410461426,0.3387657701969147,0.0
142176,1.8119444847106934,1.9180266857147217,0.34026235342025757,0.0
142276,1.824617862701416,1.9073106050491333,0.34560030698776245,0.0
142376,1.8435447216033936,1.8907051086425781,0.34722110629081726,0.0
142476,1.8638380765914917,1.8726502656936646,0.3350454568862915,0.0
142576,1.872084617614746,1.8752880096435547,0.3449908494949341,0.0
142676,1.8871424198150635,1.8638927936553955,0.3472633361816406,0.0
142776,1.9039552211761475,1.8448364734649658,0.34886685013771057,0.0
142876,1.9249980449676514,1.8206665515899658,0.3347163796424866,0.0
142976,1.9391578435897827,1.7969588041305542,0.33090341091156006,0.0
143076,1.9425604343414307,1.7766697406768799,0.3369462788105011,0.0
143176,1.9569964408874512,1.7482776641845703,0.35398295521736145,0.0
143276,1.972991943359375,1.707852840423584,0.35688236355781555,0.0
143376,1.987558126449585,1.675675868988037,0.34986698627471924,0.0
143476,1.993791937828064,1.656602144241333,0.36353203654289246,0.0
143576,1.9885226488113403,1.6415491104125977,0.3685581386089325,0.0
143676,1.9941086769104004,1.6191462278366089,0.3672181963920593,0.0
143776,1.9998494386672974,1.5935074090957642,0.36654722690582275,0.0
143876,2.0203983783721924,1.5662999153137207,0.37103763222694397,0.0
143976,2.0268056392669678,1.540770411491394,0.3714853525161743,0.0
144076,2.0377559661865234,1.5141754150390625,0.3707435727119446,0.0
144176,2.0433082580566406,1.4933013916015625,0.3765462338924408,0.0
144276,2.0430476665496826,1.4814889430999756,0.3817877173423767,0.0
144376,2.043220043182373,1.4665101766586304,0.3797622621059418,0.0
144476,2.042881727218628,1.4487537145614624,0.3902014493942261,0.0
144576,2.037492513656616,1.437280297279358,0.3982970714569092,0.0
144676,2.023252010345459,1.3948285579681396,0.4198617935180664,0.0
144776,2.005687713623047,1.359927773475647,0.4286409318447113,0.0
144876,1.9967198371887207,1.329353928565979,0.42560508847236633,0.0
144976,2.0063400268554688,1.2864954471588135,0.43976831436157227,0.0
145076,1.987068772315979,1.2492176294326782,0.4423062205314636,0.0
145176,1.9999639987945557,1.223699688911438,0.4427625238895416,0.0
145276,1.9958364963531494,1.2189929485321045,0.45041587948799133,0.0
145376,1.9920483827590942,1.215927243232727,0.4508183002471924,0.0
145476,1.9867819547653198,1.2106090784072876,0.45443710684776306,0.0
145576,1.9761391878128052,1.198718786239624,0.4526250958442688,0.0
145676,1.9789427518844604,1.1776936054229736,0.46033206582069397,0.0
145776,1.9690152406692505,1.1608558893203735,0.452531635761261,0.0
145876,1.9597182273864746,1.144864797592163,0.44795626401901245,0.0
145976,1.9288545846939087,1.1323001384735107,0.43792009353637695,0.0
146076,1.904701590538025,1.1189849376678467,0.4363863468170166,0.0
146177,1.8795177936553955,1.1109141111373901,0.45948073267936707,0.0
146276,1.8564567565917969,1.1045873165130615,0.47523829340934753,0.0
146376,1.8217805624008179,1.0817452669143677,0.47042450308799744,0.0
146476,1.785212755203247,1.0636112689971924,0.466528981924057,0.0
146577,1.7671922445297241,1.0342742204666138,0.4669644832611084,0.0
146676,1.7479362487792969,1.013994574546814,0.4800691604614258,0.0
146776,1.711190104484558,0.9918141961097717,0.48231935501098633,0.0
146876,1.6688460111618042,0.9815627932548523,0.4805317521095276,0.0
146976,1.6423208713531494,0.9796059131622314,0.47393956780433655,0.0
147076,1.6144137382507324,0.9791820049285889,0.47358518838882446,0.0
147176,1.5825275182724,0.9781630635261536,0.47976943850517273,0.0
