timestamp,Kalman.stateX,Kalman.stateY,Kalman.stateZ
31976,1.5223506689071655,1.0066072940826416,0.12931151688098907
31986,1.522547721862793,1.0066429376602173,0.12931731343269348
31996,1.5227535963058472,1.0066790580749512,0.12932313978672028
32006,1.5229644775390625,1.0067143440246582,0.12932878732681274
32016,1.5231753587722778,1.0067498683929443,0.12933433055877686
32026,1.5233862400054932,1.0067856311798096,0.1293422132730484
32036,1.5235971212387085,1.0068217515945435,0.12935768067836761
32046,1.5238080024719238,1.0068581104278564,0.12938044965267181
32056,1.5240187644958496,1.0068947076797485,0.1294177770614624
32066,1.5242292881011963,1.0069315433502197,0.12947966158390045
32076,1.5244394540786743,1.00696861743927,0.12955276668071747
32086,1.5246491432189941,1.007006287574768,0.12962402403354645
32096,1.5248583555221558,1.007044792175293,0.12969359755516052
32106,1.525066614151001,1.0070844888687134,0.12976232171058655
32116,1.5252938270568848,1.007129430770874,0.12983867526054382
32126,1.5254982709884644,1.0071717500686646,0.12992048263549805
32136,1.5254324674606323,1.0092064142227173,0.1271487921476364
32146,1.525632619857788,1.0092612504959106,0.12728965282440186
32156,1.5270190238952637,1.0091826915740967,0.1293071210384369
32166,1.5268887281417847,1.0091438293457031,0.13004565238952637
32176,1.5287017822265625,1.0092344284057617,0.13072900474071503
32186,1.5279237031936646,1.0068974494934082,0.12917867302894592
32196,1.5280845165252686,1.0069752931594849,0.12960411608219147
32206,1.528225302696228,1.0070626735687256,0.13008339703083038
32216,1.5299986600875854,1.0090038776397705,0.13208507001399994
32227,1.5284758806228638,1.0090898275375366,0.13383375108242035
32237,1.5279960632324219,1.007765531539917,0.1336553990840912
32246,1.527002215385437,1.005969524383545,0.1321675181388855
32256,1.5286920070648193,1.004530668258667,0.135227769613266
32266,1.5288857221603394,1.0054097175598145,0.13486328721046448
32276,1.529133915901184,1.0053081512451172,0.13056448101997375
32286,1.5291906595230103,1.0048673152923584,0.12828435003757477
32296,1.5267611742019653,1.0025265216827393,0.12673649191856384
32307,1.5283550024032593,1.0028940439224243,0.1283455193042755
32317,1.528985619544983,0.9982781410217285,0.1287548840045929
32327,1.529930591583252,0.9954359531402588,0.12842226028442383
32336,1.5291393995285034,0.9934115409851074,0.1285896599292755
32346,1.525941252708435,0.9954684972763062,0.13084475696086884
32356,1.5236542224884033,0.996284008026123,0.13165530562400818
32366,1.5183837413787842,0.9960782527923584,0.13298432528972626
32376,1.5199685096740723,0.9954648613929749,0.13720999658107758
32386,1.5176188945770264,0.9928537011146545,0.1383446604013443
32397,1.5185199975967407,0.9899104833602905,0.13714683055877686
32406,1.5175706148147583,0.988511323928833,0.13998252153396606
32416,1.5162845849990845,0.9861977100372314,0.14087173342704773
32426,1.5160572528839111,0.9874559044837952,0.14021074771881104
32437,1.5177751779556274,0.9870822429656982,0.1406325399875641
32446,1.5177940130233765,0.9874559044837952,0.14237655699253082
32456,1.5154871940612793,0.9853499531745911,0.1430956870317459
32466,1.515812873840332,0.985191822052002,0.1446370929479599
32476,1.516158938407898,0.9853581786155701,0.14505904912948608
32486,1.5156135559082031,0.9864935874938965,0.14446012675762177
32496,1.5148340463638306,0.987417459487915,0.14471925795078278
32508,1.516724705696106,0.9865031242370605,0.14704923331737518
32516,1.5162025690078735,0.9865379333496094,0.14733947813510895
32526,1.5171555280685425,0.9889227747917175,0.14611218869686127
32536,1.5188894271850586,0.9888148903846741,0.14651469886302948
32546,1.5216684341430664,0.9864901304244995,0.14667023718357086
