timestamp,stateEstimate.x,stateEstimate.y,stateEstimate.z,stateEstimate.yaw
109972,1.150047779083252,1.6372430324554443,0.2482805699110031,2.349853277206421
110072,1.1588103771209717,1.6100941896438599,0.2597588896751404,1.9458320140838623
110172,1.1549041271209717,1.6096144914627075,0.24597901105880737,-2.746116876602173
110272,1.1329450607299805,1.6462470293045044,0.22159220278263092,-10.243355751037598
110372,1.1130599975585938,1.7054916620254517,0.2203480303287506,-18.67271614074707
110473,1.112552523612976,1.774806261062622,0.23335601389408112,-26.004653930664062
110572,1.1184544563293457,1.8153693675994873,0.25077885389328003,-30.814817428588867
110672,1.1293625831604004,1.8401072025299072,0.24662306904792786,-34.598270416259766
110772,1.15913987159729,1.8632919788360596,0.25433310866355896,-38.14558029174805
110873,1.2044105529785156,1.8855336904525757,0.2757282257080078,-42.675045013427734
110972,1.2468810081481934,1.9073954820632935,0.2843467891216278,-49.56875228881836
111072,1.2765036821365356,1.9337021112442017,0.2744365334510803,-54.785396575927734
111172,1.2997543811798096,1.9590195417404175,0.26147663593292236,-29.76181411743164
111272,1.3497573137283325,1.9928359985351562,0.2121896594762802,-23.96581268310547
111372,1.4317046403884888,2.0707356929779053,0.13931149244308472,-3.553447723388672
111472,1.4506969451904297,2.180558204650879,0.03299016132950783,117.8719711303711
111572,1.4714696407318115,2.302008628845215,-0.09325329214334488,88.9996337890625
111672,1.5278093814849854,2.3799126148223877,-0.2540702223777771,137.00103759765625
111772,1.5924845933914185,2.4674570560455322,-0.4209832549095154,132.1717987060547
111872,1.6625417470932007,2.5551822185516357,-0.6058399677276611,111.26573944091797
111972,1.7125763893127441,2.652991771697998,-0.7864527106285095,108.92179107666016
112072,1.758415937423706,2.759122610092163,-0.9675225019454956,108.97509002685547
112172,1.8059344291687012,2.875187397003174,-1.1469066143035889,108.92141723632812
112272,1.8485206365585327,3.0027964115142822,-1.3238595724105835,108.85521697998047
112372,1.8903594017028809,3.141495943069458,-1.502993106842041,108.77633666992188
112472,1.93450129032135,3.2956058979034424,-1.6846486330032349,108.6958236694336
112572,1.9920188188552856,3.449587821960449,-1.8684890270233154,108.60003662109375
112672,2.0413925647735596,3.5784153938293457,-2.058704376220703,108.5202865600586
112772,2.090435028076172,3.6996805667877197,-2.25938081741333,108.44036865234375
112872,2.1460862159729004,3.814987897872925,-2.4424033164978027,108.36004638671875
112972,2.2124171257019043,3.915428638458252,-2.649736166000366,108.25684356689453
113072,2.2978954315185547,4.023632049560547,-2.874269485473633,108.1426773071289
113172,2.397191047668457,4.147098064422607,-3.1260104179382324,108.02251434326172
113272,2.501300811767578,4.268036842346191,-3.393510103225708,107.89562225341797
113372,2.619502305984497,4.39597225189209,-3.6860368251800537,107.7573471069336
113473,2.783041477203369,4.533440589904785,-4.028038501739502,107.5804672241211
113572,2.9727866649627686,4.689730167388916,-4.368618488311768,107.43032836914062
113673,3.204191207885742,4.862663745880127,-4.767989158630371,107.24847412109375
113772,3.466947078704834,5.018527507781982,-5.166264533996582,107.05365753173828
113872,3.7741940021514893,5.208959579467773,-5.618523597717285,106.85511779785156
113973,4.137930393218994,5.371837139129639,-6.051969528198242,106.64955139160156
114072,4.5385050773620605,5.5446672439575195,-6.517390251159668,106.43964385986328
114173,5.030237197875977,5.681617736816406,-6.939684867858887,106.23856353759766
114272,5.58944845199585,5.766957759857178,-7.3144025802612305,106.04331970214844
114372,6.162225723266602,5.865432262420654,-7.7416090965271,105.81291961669922
114472,6.713136196136475,6.080953121185303,-8.394007682800293,105.52225494384766
114572,7.292713642120361,6.3103461265563965,-9.11078929901123,105.20537567138672
114672,7.911435604095459,6.505753040313721,-9.816516876220703,104.88256072998047
114772,8.586591720581055,6.693897724151611,-10.530641555786133,104.56884002685547
114873,9.299918174743652,6.844515800476074,-11.240833282470703,104.239013671875
114972,10.051212310791016,6.988547325134277,-12.005070686340332,103.88410186767578
