timestamp,Kalman.stateX,Kalman.stateY,Kalman.stateZ,kalman.stateYaw
100530,1.0820266008377075,1.550275206565857,0.22122149169445038,0.0
100630,1.0813367366790771,1.5406337976455688,0.19434776902198792,0.0
100731,1.079921841621399,1.5416278839111328,0.1931772232055664,0.0
100830,1.082724928855896,1.5198999643325806,0.1741119623184204,0.0
100930,1.0761183500289917,1.519399881362915,0.18206830322742462,0.0
101030,1.0578030347824097,1.5265449285507202,0.1903531551361084,0.0
101130,1.0381438732147217,1.5112627744674683,0.18313823640346527,0.0
101230,1.0392917394638062,1.5012555122375488,0.18110257387161255,0.0
101330,1.047163724899292,1.5080630779266357,0.18394789099693298,0.0
101430,1.0344102382659912,1.5069050788879395,0.1901014745235443,0.0
101530,1.0178176164627075,1.5364227294921875,0.1853499710559845,0.0
101630,0.9947510957717896,1.5312914848327637,0.18158164620399475,0.0
101731,1.025001883506775,1.5424286127090454,0.18820568919181824,0.0
101830,1.0647988319396973,1.5487943887710571,0.19266529381275177,0.0
101930,1.0626214742660522,1.5292848348617554,0.1843496412038803,0.0
102030,1.0823122262954712,1.5152138471603394,0.19419187307357788,0.0
102130,1.091119647026062,1.495039463043213,0.20291607081890106,0.0
102230,1.1012152433395386,1.4844727516174316,0.21230287849903107,0.0
102330,1.0902025699615479,1.481515645980835,0.2116677314043045,0.0
102431,1.0839563608169556,1.4866877794265747,0.2180776596069336,0.0
102530,1.06765615940094,1.4934132099151611,0.22205929458141327,0.0
102632,1.0637305974960327,1.5048606395721436,0.23957473039627075,0.0
102730,1.0701916217803955,1.5147173404693604,0.24239467084407806,0.0
102830,1.0911496877670288,1.5167584419250488,0.23377233743667603,0.0
102930,1.1122499704360962,1.5221507549285889,0.21748478710651398,0.0
103030,1.1113361120224,1.510414958000183,0.22230778634548187,0.0
103130,1.1105810403823853,1.5014647245407104,0.23197805881500244,0.0
103230,1.1038565635681152,1.4945555925369263,0.2380724847316742,0.0
103330,1.0975149869918823,1.4894391298294067,0.23708219826221466,0.0
103430,1.0841310024261475,1.4889848232269287,0.23363617062568665,0.0
103530,1.0771112442016602,1.4868608713150024,0.23372386395931244,0.0
103631,1.0685588121414185,1.5010854005813599,0.23444122076034546,0.0
103730,1.058114767074585,1.506777048110962,0.22974690794944763,0.0
103830,1.044250726699829,1.510346531867981,0.22598926723003387,0.0
103930,1.0273923873901367,1.5146982669830322,0.2276274710893631,0.0
104030,1.0211435556411743,1.5058670043945312,0.220412939786911,0.0
104130,1.014174461364746,1.4958603382110596,0.20975551009178162,0.0
104230,1.0212286710739136,1.4885714054107666,0.20129786431789398,0.0
