# duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
1.500000,1.004944,-0.000000,0.000000,0.411492,-0.238693,-0.131446,0.161163,-0.039750,1.546942,0.000000,0.000000,3.955085,-8.584950,7.497385,-2.996227,0.453125,0.108209,-0.000000,-0.000000,0.188979,-0.162143,-0.053317,0.096348,-0.026002,0.084646,0.000000,0.000000,9.654597,-22.784832,21.979733,-9.751610,1.645605
1.500000,1.343770,0.401582,0.092573,-0.142812,0.042633,0.046181,-0.045419,0.010735,1.980474,0.191585,-0.328935,-0.820709,2.840134,-3.194877,1.546343,-0.275120,0.173494,0.053741,0.032039,-0.087151,0.048476,0.031251,-0.036448,0.008833,1.269075,0.838874,-0.423815,0.836615,0.179480,-1.445649,1.097393,-0.252583
1.500000,1.905036,0.246415,-0.152943,-0.011519,0.005047,-0.005647,0.003210,-0.000371,1.788074,-0.344755,0.045021,-0.034257,-0.591987,0.976288,-0.554473,0.108382,0.250535,0.050683,-0.010186,0.011697,0.002376,-0.007234,0.002140,0.000032,2.512479,0.905022,0.027531,-1.294055,3.068551,-2.901282,1.231842,-0.195150
1.500000,1.904558,-0.248284,-0.142610,0.042669,-0.002472,-0.008686,0.009981,-0.002649,1.209383,-0.341888,0.026968,0.157265,0.115444,-0.329689,0.210846,-0.043750,0.325142,0.048124,-0.001972,0.013342,-0.009159,-0.005290,0.006760,-0.001671,3.764583,0.805134,0.134160,0.409636,-1.693894,1.975702,-0.963222,0.170820
1.500000,1.345234,-0.397745,0.058462,0.036840,0.003241,-0.003870,0.001291,-0.000369,1.023022,0.132113,0.200555,-0.087878,-0.022567,0.118402,-0.087225,0.019514,0.399830,0.049463,0.002700,-0.000472,-0.002828,0.000520,0.001352,-0.000507,5.031243,0.848506,-0.114253,-0.050676,0.708065,-0.972316,0.512461,-0.095623
1.500000,0.999912,0.001516,0.176609,-0.008985,-0.003731,0.002185,-0.003099,0.000812,1.500591,0.414756,-0.015232,0.010749,-0.027117,-0.051617,0.053296,-0.013325,0.474875,0.050531,0.001752,-0.004330,0.000993,0.002229,-0.001359,0.000205,6.280392,0.835355,0.067004,-0.031521,-0.273217,0.441620,-0.248711,0.048348
1.500000,1.345503,0.399156,0.053674,-0.047545,-0.005653,0.007978,-0.004068,0.000840,1.974890,0.134836,-0.152728,-0.076825,0.040963,0.048076,-0.049056,0.012102,0.549973,0.050797,0.000365,-0.003654,0.001730,0.002048,-0.001769,0.000362,7.541289,0.836780,-0.035096,0.044285,0.088796,-0.192264,0.119180,-0.024486
1.500000,1.904522,0.246515,-0.142285,-0.027706,0.003932,0.006268,-0.002651,0.000386,1.794671,-0.342167,-0.118199,0.083673,-0.007359,-0.037924,0.030995,-0.007028,0.625006,0.050704,-0.000177,-0.002430,0.001369,0.001527,-0.001427,0.000308,8.795641,0.840209,0.019437,-0.042910,-0.021104,0.095516,-0.068228,0.015069
1.500000,1.904538,-0.245666,-0.142171,0.026283,0.011195,-0.001970,-0.000073,-0.000011,1.205603,-0.339426,0.111991,0.033120,-0.014927,0.006697,0.000501,-0.000978,0.700010,0.050493,-0.000259,-0.001527,0.000925,0.001113,-0.001072,0.000239,10.053656,0.834588,-0.012940,0.044220,-0.012936,-0.047865,0.042901,-0.010306
1.500000,1.345560,-0.397679,0.053505,0.042315,0.004727,-0.006503,0.001237,-0.000048,1.024496,0.132911,0.167544,-0.045309,0.020682,0.011325,-0.021619,0.006323,0.775023,0.050294,-0.000347,-0.000916,0.000708,0.000880,-0.000923,0.000217,11.309276,0.840944,0.010241,-0.040674,0.018404,0.035180,-0.034959,0.008673
