# duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
2.000000,1.001360,-0.000000,0.000000,0.038398,-0.008617,-0.014407,0.009053,-0.001515,1.520344,-0.000000,-0.000000,1.088966,-1.996282,1.490348,-0.510989,0.066542,0.105648,0.000000,-0.000000,0.045336,-0.018656,-0.019371,0.014646,-0.002644,0.039995,0.000000,-0.000000,2.237476,-4.136281,3.119437,-1.079838,0.141889
2.000000,1.095052,0.091701,0.025332,-0.007002,-0.001078,0.003791,-0.001858,0.000286,1.796762,0.115264,-0.070402,0.237779,-0.315025,0.188535,-0.052833,0.005602,0.148861,0.024809,0.012749,-0.016135,0.001473,0.006491,-0.003387,0.000509,0.633436,0.281007,-0.102704,0.608428,-0.945664,0.659393,-0.216404,0.027235
2.000000,1.345546,0.149243,0.007080,-0.001051,-0.001905,0.001611,-0.000710,0.000117,1.976325,0.054588,-0.037159,-0.057387,0.160851,-0.145965,0.056626,-0.008044,0.199986,0.026097,-0.000580,-0.001836,0.000961,0.000966,-0.000784,0.000146,1.258320,0.313517,-0.031261,0.046126,0.015034,-0.056498,0.031610,-0.005468
2.000000,1.654530,0.148882,-0.007976,-0.000048,-0.002346,0.001113,-0.000279,0.000034,1.974939,-0.044198,-0.013638,-0.053720,0.069051,-0.035510,0.007400,-0.000397,0.250070,0.024968,-0.000874,0.001136,-0.000268,-0.000148,0.000063,-0.000004,1.885068,0.322691,-0.001638,-0.098017,0.200664,-0.159202,0.056497,-0.007495
2.000000,1.904523,0.091838,-0.019915,-0.000110,-0.001265,0.000548,-0.000086,0.000004,1.793556,-0.131447,-0.010059,0.040190,-0.080117,0.060295,-0.019737,0.002376,0.300039,0.024817,-0.000140,0.000726,-0.000441,-0.000028,0.000073,-0.000013,2.512456,0.314981,0.013101,-0.018126,-0.012251,0.030411,-0.016175,0.002733
2.000000,2.000028,-0.000275,-0.024712,0.000443,0.000286,-0.000465,0.000247,-0.000040,1.500564,-0.154303,-0.007905,-0.015967,0.056004,-0.048489,0.017612,-0.002332,0.349973,0.024780,0.000112,0.000408,-0.000390,0.000106,-0.000003,-0.000001,3.141664,0.309798,-0.001813,0.043104,-0.069325,0.043752,-0.012003,0.001163
2.000000,1.904549,-0.092402,-0.020087,0.001157,0.001618,-0.001472,0.000599,-0.000088,1.205655,-0.127865,0.020885,0.004378,-0.022806,0.023153,-0.009062,0.001253,0.400031,0.024926,0.000016,0.000253,-0.000359,0.000206,-0.000058,0.000007,3.770359,0.317918,-0.006165,-0.030757,0.072895,-0.057965,0.019843,-0.002494
2.000000,1.654476,-0.149379,-0.007625,0.001628,0.002260,-0.002040,0.000797,-0.000114,1.024839,-0.048114,0.018886,-0.000425,0.015424,-0.016262,0.006457,-0.000907,0.449981,0.024941,0.000071,0.000174,-0.000344,0.000241,-0.000078,0.000010,4.397632,0.312170,0.007985,0.012121,-0.043961,0.039098,-0.014233,0.001869
2.000000,1.345506,-0.149404,0.007626,0.001576,0.002036,-0.001826,0.000682,-0.000095,1.024313,0.048355,0.025736,-0.002305,-0.003266,0.004232,-0.001816,0.000264,0.500013,0.025026,0.000054,0.000113,-0.000360,0.000266,-0.000081,0.000009,5.027009,0.315401,-0.006199,-0.006064,0.028402,-0.026771,0.010137,-0.001379
2.000000,1.095498,-0.092339,0.019987,0.000971,0.001003,-0.000935,0.000322,-0.000041,1.206195,0.127062,0.013329,-0.002125,0.004379,-0.005265,0.002267,-0.000339,0.549938,0.024958,0.000168,0.000115,-0.000353,0.000252,-0.000079,0.000010,5.654586,0.313733,0.003833,0.000173,-0.010772,0.011439,-0.004521,0.000627
2.000000,0.999999,-0.000076,0.024679,0.000042,-0.000408,0.000321,-0.000173,0.000031,1.499935,0.157269,0.000852,-0.004731,0.001162,0.000276,-0.000346,0.000068,0.600025,0.024977,0.000001,0.000083,-0.000323,0.000319,-0.000123,0.000017,6.283356,0.314364,-0.002300,-0.000724,0.008625,-0.009221,0.003763,-0.000542
2.000000,1.095513,0.092325,0.019933,-0.000885,-0.001714,0.001442,-0.000579,0.000086,1.793954,0.126980,-0.015239,-0.001947,0.002946,-0.003441,0.001495,-0.000223,0.649968,0.025090,0.000077,0.000029,-0.000349,0.000318,-0.000110,0.000014,6.911415,0.314281,0.001295,-0.002229,-0.000120,0.001883,-0.001078,0.000182
2.000000,1.345482,0.149289,0.007653,-0.001410,-0.002362,0.001991,-0.000763,0.000110,1.975464,0.048544,-0.022890,-0.001966,0.002071,-0.001917,0.000905,-0.000152,0.699986,0.025016,0.000094,0.000004,-0.000336,0.000342,-0.000127,0.000016,7.539899,0.313846,-0.001067,0.001303,0.003024,-0.005001,0.002439,-0.000392
2.000000,1.654503,0.149280,-0.007661,-0.001331,-0.002111,0.001788,-0.000667,0.000094,1.975521,-0.048043,-0.023318,-0.002435,0.004414,-0.002093,0.000415,-0.000023,0.749996,0.025114,0.000094,-0.000038,-0.000358,0.000353,-0.000121,0.000015,8.168036,0.314618,0.001232,-0.003795,0.002333,0.000309,-0.000605,0.000127
2.000000,1.904564,0.092226,-0.020146,-0.000745,-0.001054,0.000942,-0.000338,0.000046,1.793953,-0.127323,-0.015230,0.002741,0.003058,-0.004406,0.002111,-0.000339,0.799958,0.025038,0.000175,-0.000040,-0.000348,0.000350,-0.000126,0.000016,8.796536,0.313910,-0.000999,0.001287,0.002250,-0.003935,0.001934,-0.000311
2.000000,1.999997,0.000016,-0.024794,0.000166,0.000353,-0.000321,0.000163,-0.000027,1.499935,-0.156647,0.000775,-0.001281,0.004232,-0.001890,0.000333,-0.000014,0.850020,0.025065,0.000039,-0.000080,-0.000326,0.000412,-0.000163,0.000022,9.424689,0.314489,0.000973,-0.002937,0.002332,-0.000635,0.000000,0.000016
2.000000,1.904524,-0.092384,-0.020070,0.001087,0.001662,-0.001430,0.000563,-0.000081,1.206184,-0.127233,0.013680,0.002185,0.003355,-0.004242,0.001849,-0.000279,0.899967,0.025185,0.000133,-0.000142,-0.000366,0.000403,-0.000139,0.000016,10.053150,0.314264,-0.000560,-0.000602,0.002579,-0.002382,0.000900,-0.000124
2.000000,1.654578,-0.149319,-0.007784,0.001575,0.002291,-0.001974,0.000755,-0.000108,1.024426,-0.048449,0.023984,-0.001234,0.002749,-0.002088,0.000718,-0.000096,0.949941,0.025083,0.000235,-0.000129,-0.000361,0.000388,-0.000137,0.000017,10.681423,0.314102,-0.000074,-0.000643,0.002451,-0.002609,0.001115,-0.000169
