# duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
1.333333,1.001760,-0.000000,-0.000000,0.123218,-0.062862,-0.044396,0.049394,-0.012025,1.531468,-0.000000,0.000000,1.274227,-1.508073,0.015828,0.639119,-0.220976,0.204677,-0.000000,0.000000,0.113424,-0.089535,-0.048748,0.070628,-0.018996,-0.044211,-0.000000,0.000000,-5.804348,14.035499,-13.805344,6.212489,-1.057237
1.333333,1.095518,0.135512,0.047527,0.010193,-0.021310,-0.001984,0.011500,-0.003809,1.787839,0.215566,0.129941,-0.632226,0.567000,0.066477,-0.280278,0.089818,0.239657,0.024283,0.010387,0.016257,-0.027380,-0.004839,0.017893,-0.005754,-0.633656,-0.543189,0.215907,1.192672,-4.733301,6.011845,-3.269829,0.653310
1.333333,1.345219,0.224146,0.022034,-0.014937,-0.001461,0.004182,-0.000841,-0.000237,1.977876,0.062748,-0.114159,0.221720,-0.169741,-0.074604,0.128140,-0.037229,0.279541,0.028732,0.007774,-0.003969,-0.005139,0.000812,0.003915,-0.001562,-1.250445,-0.462350,-0.199154,0.078927,1.102331,-1.959557,1.235360,-0.269913
1.333333,1.654352,0.224892,-0.015008,-0.014467,0.001805,0.003985,-0.002578,0.000423,1.974381,-0.071817,-0.025934,-0.053179,0.015397,0.035815,-0.027064,0.005346,0.319740,0.029966,0.003731,-0.004089,-0.000932,0.001155,0.000945,-0.000537,-1.888531,-0.467665,0.105546,-0.170397,-0.251248,0.685834,-0.482341,0.110919
1.333333,1.904419,0.139270,-0.043912,-0.009379,0.002185,0.002688,-0.001893,0.000333,1.794036,-0.186684,-0.035450,-0.026070,0.045725,0.005949,-0.029212,0.009990,0.359842,0.030293,0.002096,-0.003113,-0.000238,0.000980,0.000393,-0.000308,-2.511472,-0.472295,-0.050094,0.085249,0.080347,-0.255982,0.182216,-0.041799
1.333333,1.999905,0.000571,-0.054698,-0.002870,0.002056,0.001065,-0.000654,0.000066,1.500598,-0.238383,-0.011776,0.043787,-0.014357,-0.019129,0.016182,-0.003275,0.399852,0.030307,0.001660,-0.002456,-0.000250,0.000763,0.000347,-0.000253,-3.142288,-0.471419,0.019600,-0.022388,-0.047605,0.096289,-0.056542,0.010939
1.333333,1.904430,-0.138206,-0.044151,0.003344,0.001729,-0.000455,0.000452,-0.000167,1.206011,-0.194329,0.034137,0.032028,-0.026815,-0.011431,0.021710,-0.006481,0.439874,0.030158,0.001346,-0.001720,-0.000218,0.000528,0.000200,-0.000152,-3.769504,-0.467678,-0.007784,-0.034907,0.074920,-0.025185,-0.020917,0.010491
1.333333,1.654426,-0.224053,-0.016483,0.007420,0.001243,-0.001478,0.001005,-0.000246,1.024015,-0.073382,0.060896,-0.001956,-0.009397,0.002064,0.006545,-0.002862,0.479925,0.029946,0.000714,-0.000803,0.000135,0.000340,-0.000258,0.000056,-4.397931,-0.478474,-0.008448,0.085832,-0.088282,-0.026831,0.065821,-0.021030
1.333333,1.345476,-0.224280,0.017273,0.008176,0.000907,-0.001623,0.000672,-0.000100,1.024128,0.075015,0.058771,-0.021696,0.005914,0.008880,-0.005903,0.000778,0.520042,0.029868,-0.000338,-0.000146,0.000779,0.000378,-0.000868,0.000270,-5.027260,-0.467174,0.016592,-0.067883,0.048801,0.032285,-0.046694,0.013246
1.333333,1.095581,-0.138587,0.044220,0.004990,0.000707,-0.000737,-0.000198,0.000113,1.205974,0.193774,0.034567,-0.026064,0.011273,0.009687,-0.010357,0.002373,0.560119,0.030219,-0.000908,-0.000549,0.001060,0.000641,-0.000970,0.000254,-5.654409,-0.471711,-0.010556,0.017965,0.004234,-0.019546,0.009244,-0.000900
1.333333,1.000099,0.000424,0.054827,-0.001275,0.000206,0.000722,-0.000835,0.000178,1.500042,0.238360,-0.000855,-0.022261,0.010689,0.007880,-0.009816,0.002485,0.599998,0.030513,-0.000111,-0.001387,0.000676,0.000714,-0.000548,0.000089,-6.283332,-0.474471,0.001700,0.031691,-0.040680,-0.011125,0.032474,-0.010841
1.333333,1.095444,0.139067,0.045177,-0.007272,-0.000271,0.001887,-0.001339,0.000259,1.794019,0.192764,-0.034566,-0.015661,0.008490,0.005589,-0.007442,0.001948,0.639933,0.030170,0.000400,-0.001193,0.000548,0.000568,-0.000529,0.000112,-6.912019,-0.467713,0.011047,-0.042668,0.024223,0.021712,-0.023620,0.005652
1.333333,1.345456,0.224338,0.017377,-0.009982,0.000187,0.002452,-0.002143,0.000521,1.975630,0.074337,-0.054584,-0.008339,0.006874,0.003497,-0.005197,0.001396,0.680040,0.030095,-0.000192,-0.000821,0.000790,0.000586,-0.000757,0.000190,-7.539456,-0.467956,-0.006186,-0.022035,0.036428,0.004586,-0.025145,0.008793
1.333333,1.654591,0.224273,-0.017907,-0.009332,0.001285,0.002475,-0.002627,0.000695,1.975661,-0.071756,-0.054575,-0.001480,0.006343,0.001896,-0.003823,0.001071,0.720017,0.030298,-0.000209,-0.001032,0.000793,0.000644,-0.000724,0.000168,-8.167578,-0.474039,-0.010975,0.034400,-0.014595,-0.019521,0.017140,-0.003596
1.333333,1.904605,0.138959,-0.045900,-0.006148,0.001979,0.001801,-0.002096,0.000564,1.794037,-0.189619,-0.034364,0.003272,0.005992,0.000796,-0.002946,0.000866,0.760006,0.030228,-0.000084,-0.001112,0.000784,0.000661,-0.000707,0.000158,-8.796622,-0.474748,0.002608,0.024356,-0.028894,-0.010551,0.023814,-0.007479
1.333333,2.000004,0.000190,-0.056125,-0.000521,0.002393,0.000471,-0.001292,0.000414,1.500102,-0.234844,-0.001529,0.005504,0.005255,0.000083,-0.002475,0.000788,0.800003,0.030303,-0.000013,-0.001192,0.000715,0.000652,-0.000647,0.000140,-9.425258,-0.470627,0.008844,-0.015668,0.001755,0.006948,-0.001920,-0.000411
1.333333,1.904637,-0.138497,-0.046108,0.005192,0.002697,-0.000667,-0.000601,0.000259,1.206258,-0.190020,0.030911,0.004856,0.003875,-0.000118,-0.002106,0.000705,0.839979,0.030141,0.000015,-0.000979,0.000816,0.000604,-0.000789,0.000202,-10.053221,-0.468894,0.002164,-0.019310,0.016393,0.005907,-0.010665,0.002975
1.333333,1.654586,-0.223750,-0.017986,0.007834,0.002022,-0.001308,0.000368,-0.000047,1.024564,-0.072321,0.051447,0.001604,0.001759,0.000049,-0.001517,0.000520,0.880073,0.030214,-0.000460,-0.001008,0.000994,0.000732,-0.000877,0.000205,-10.681272,-0.469990,-0.002555,-0.003411,0.006084,-0.000032,-0.002364,0.000695
1.333333,1.345443,-0.223961,0.017231,0.007651,0.001056,-0.001444,0.000643,-0.000122,1.024533,0.072953,0.051839,-0.002598,-0.000105,0.000579,-0.001145,0.000363,0.919988,0.030505,0.000059,-0.001550,0.000669,0.000744,-0.000546,0.000086,-11.309536,-0.470251,-0.002621,-0.006710,0.011131,0.003541,-0.009628,0.003127
1.333333,1.095548,-0.138556,0.044555,0.004598,0.000621,-0.000664,-0.000072,0.000053,1.206195,0.190802,0.031863,-0.007029,-0.000877,0.001637,-0.001149,0.000238,0.959920,0.030088,0.000390,-0.001087,0.000705,0.000558,-0.000719,0.000188,-11.937671,-0.471978,-0.006507,0.005081,0.012014,-0.006549,-0.006814,0.003758
1.333333,1.000070,0.000434,0.055098,-0.001458,0.000071,0.000726,-0.000706,0.000130,1.500032,0.236134,-0.000225,-0.010753,0.000279,0.003106,-0.002085,0.000365,1.000101,0.030050,-0.000647,-0.000674,0.001177,0.000679,-0.001107,0.000302,-12.566260,-0.476308,-0.003784,0.045344,-0.036950,-0.026074,0.037417,-0.010467
1.333333,1.095438,0.139003,0.045273,-0.007268,-0.000321,0.001877,-0.001298,0.000244,1.793981,0.191567,-0.033146,-0.012475,0.004206,0.004735,-0.004720,0.001076,1.040043,0.030508,-0.000445,-0.001393,0.001027,0.000841,-0.000856,0.000180,-13.195416,-0.472552,0.013002,0.000764,-0.028620,0.006782,0.017243,-0.007709
1.333333,1.345471,0.224394,0.017382,-0.010094,0.000089,0.002477,-0.002017,0.000468,1.975696,0.074336,-0.054473,-0.010590,0.009196,0.005024,-0.007775,0.002173,1.079958,0.030363,0.000227,-0.001639,0.000789,0.000796,-0.000660,0.000118,-13.823298,-0.465202,0.006818,-0.066574,0.065251,0.024715,-0.052731,0.016579
1.333333,1.654531,0.224313,-0.017514,-0.009402,0.001005,0.002362,-0.002406,0.000639,1.975704,-0.071911,-0.055896,-0.000389,0.009407,0.000706,-0.006344,0.002325,1.119992,0.030268,0.000154,-0.001475,0.000791,0.000765,-0.000687,0.000134,-14.450952,-0.474024,-0.010297,0.054942,-0.044645,-0.037738,0.057180,-0.017372
1.333333,1.904592,0.138620,-0.045932,-0.005439,0.002040,0.001557,-0.002295,0.000687,1.794008,-0.191655,-0.035391,0.018755,-0.004502,-0.008839,0.007670,-0.001599,1.159992,0.030284,0.000078,-0.001444,0.000839,0.000780,-0.000734,0.000148,-15.080051,-0.465612,0.012204,-0.064907,0.030146,0.070486,-0.072727,0.019006
1.333333,2.000129,0.000065,-0.057033,0.000305,0.002761,0.000352,-0.001685,0.000581,1.499652,-0.237311,0.004239,0.024383,-0.024401,-0.009552,0.023787,-0.007915,1.200007,0.030317,0.000002,-0.001573,0.000929,0.000878,-0.000791,0.000148,-15.706963,-0.470856,-0.020948,0.003582,0.089554,-0.115733,0.048874,-0.005764
1.333333,1.904641,-0.138405,-0.046471,0.005701,0.002711,-0.000895,-0.000642,0.000320,1.205556,-0.188135,0.042326,-0.023435,0.010864,0.020759,-0.017373,0.003518,1.240006,0.030447,0.000048,-0.002117,0.001123,0.001173,-0.000927,0.000142,-16.336759,-0.478347,0.012235,0.103119,-0.288241,0.257985,-0.084090,0.005525
1.333333,1.654582,-0.224026,-0.018118,0.009170,0.001405,-0.002053,0.000925,-0.000125,1.024969,-0.070072,0.044286,-0.030859,0.067492,0.002489,-0.051083,0.020052,1.280016,0.030612,-0.000023,-0.003518,0.002348,0.002154,-0.002150,0.000433,-16.963293,-0.460727,-0.032212,-0.223086,0.759863,-0.816916,0.354977,-0.051484
1.333333,1.345452,-0.224107,0.017627,0.010135,-0.002833,-0.003391,0.004965,-0.001515,1.024123,0.059784,0.052547,0.169755,-0.212869,-0.104938,0.236336,-0.080776,1.320117,0.030770,-0.001579,-0.006704,0.009210,0.005191,-0.009915,0.003029,-17.595799,-0.490784,0.089182,0.440026,-2.002844,2.733793,-1.561966,0.322678
1.333333,1.095308,-0.137542,0.048887,0.002541,-0.014660,0.000266,0.020874,-0.010154,1.207404,0.227189,0.029385,-0.562327,0.682759,0.500983,-0.989277,0.338567,1.360415,0.028621,-0.009070,-0.000251,0.035464,0.002168,-0.044404,0.019046,-18.217201,-0.496984,-0.207152,0.003914,3.660209,-7.961691,6.058252,-1.551919
