# duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
1.333333,0.802263,-0.000000,0.000000,0.177226,-0.092815,-0.064832,0.073541,-0.018079,1.531225,0.000000,-0.000000,3.976995,-9.559537,9.318480,-4.154730,0.700166,0.204677,-0.000000,0.000000,0.113424,-0.089535,-0.048748,0.070628,-0.018996,-0.044211,-0.000000,0.000000,-5.804348,14.035499,-13.805344,6.212489,-1.057237
1.333333,0.933569,0.189005,0.068588,0.016139,-0.033722,-0.003896,0.019117,-0.006271,1.914645,0.317029,-0.182504,-0.859818,3.269400,-4.113949,2.226846,-0.443441,0.239657,0.024283,0.010387,0.016257,-0.027380,-0.004839,0.017893,-0.005754,-0.633656,-0.543189,0.215907,1.192672,-4.733301,6.011845,-3.269829,0.653310
1.333333,1.283196,0.313370,0.032395,-0.020413,-0.003975,0.005364,0.000310,-0.000797,2.161403,0.095510,0.063169,-0.043165,-0.789975,1.368976,-0.850902,0.183968,0.279541,0.028732,0.007774,-0.003969,-0.005139,0.000812,0.003915,-0.001562,-1.250445,-0.462350,-0.199154,0.078927,1.102331,-1.959557,1.235360,-0.269913
1.333333,1.716040,0.314462,-0.020320,-0.019684,0.001784,0.005216,-0.003136,0.000489,2.168150,-0.101796,-0.145148,0.091934,0.215430,-0.482741,0.322129,-0.071892,0.319740,0.029966,0.003731,-0.004089,-0.000932,0.001155,0.000945,-0.000537,-1.888531,-0.467665,0.105546,-0.170397,-0.251248,0.685834,-0.482341,0.110919
1.333333,2.066209,0.194608,-0.061724,-0.011953,0.002987,0.003332,-0.002777,0.000597,1.910249,-0.267301,-0.012925,-0.022351,-0.092807,0.176935,-0.103542,0.020299,0.359842,0.030293,0.002096,-0.003113,-0.000238,0.000980,0.000393,-0.000308,-2.511472,-0.472295,-0.050094,0.085249,0.080347,-0.255982,0.182216,-0.041799
1.333333,2.199971,0.000499,-0.077514,-0.002392,0.002986,0.000986,-0.001170,0.000278,1.500484,-0.324468,-0.010532,-0.034996,0.105034,-0.048715,-0.014200,0.010116,0.399852,0.030307,0.001660,-0.002456,-0.000250,0.000763,0.000347,-0.000253,-3.142288,-0.471419,0.019600,-0.022388,-0.047605,0.096289,-0.056542,0.010939
1.333333,2.066266,-0.193705,-0.062698,0.006377,0.002270,-0.001207,0.000641,-0.000142,1.088858,-0.274299,0.037143,0.104964,-0.107907,-0.019305,0.070275,-0.023603,0.439874,0.030158,0.001346,-0.001720,-0.000218,0.000528,0.000200,-0.000152,-3.769504,-0.467678,-0.007784,-0.034907,0.074920,-0.025185,-0.020917,0.010491
1.333333,1.716273,-0.313809,-0.023743,0.011734,0.001196,-0.002540,0.001862,-0.000447,0.833597,-0.095130,0.091198,-0.093124,0.079636,0.043246,-0.072677,0.021548,0.479925,0.029946,0.000714,-0.000803,0.000135,0.000340,-0.000258,0.000056,-4.397931,-0.478474,-0.008448,0.085832,-0.088282,-0.026831,0.065821,-0.021030
1.333333,1.283657,-0.313838,0.024456,0.011769,0.000020,-0.002597,0.002134,-0.000542,0.835155,0.099796,0.054680,0.038578,-0.008024,-0.030385,0.018899,-0.002839,0.520042,0.029868,-0.000338,-0.000146,0.000779,0.000378,-0.000868,0.000270,-5.027260,-0.467174,0.016592,-0.067883,0.048801,0.032285,-0.046694,0.013246
1.333333,0.933632,-0.194057,0.063401,0.006926,-0.000656,-0.001437,0.001147,-0.000303,1.088382,0.261294,0.047877,0.037516,-0.058970,-0.013416,0.041548,-0.013627,0.560119,0.030219,-0.000908,-0.000549,0.001060,0.000641,-0.000970,0.000254,-5.654409,-0.471711,-0.010556,0.017965,0.004234,-0.019546,0.009244,-0.000900
