# duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
2.000000,1.002801,-0.000000,0.000000,0.094223,-0.032832,-0.025710,0.019337,-0.003446,1.530586,0.000000,0.000000,1.625766,-2.988223,2.230537,-0.764648,0.099562,0.204620,-0.000000,-0.000000,0.151260,-0.235079,0.148433,-0.042748,0.004632,-0.059960,0.000000,-0.000000,-3.356829,6.205175,-4.679267,1.619616,-0.212791
2.000000,1.205077,0.192300,0.045958,-0.032498,0.006181,0.010449,-0.007026,0.001233,1.908840,0.120532,-0.129420,0.352697,-0.461816,0.271608,-0.074373,0.007658,0.260306,0.034735,-0.006514,-0.037795,0.088927,-0.072199,0.025487,-0.003325,-0.950163,-0.421792,0.154196,-0.910462,1.414007,-0.985428,0.323229,-0.040656
2.000000,1.654979,0.223364,-0.022277,0.001352,-0.004218,-0.000448,0.000824,-0.000147,1.976549,-0.063090,-0.071525,-0.088711,0.249144,-0.222854,0.085997,-0.012186,0.319428,0.028925,0.007747,0.001779,-0.023915,0.024468,-0.009563,0.001324,-1.887530,-0.470431,0.047522,-0.066241,-0.031783,0.093614,-0.050969,0.008716
2.000000,1.975500,0.071989,-0.052282,-0.000793,-0.000807,0.000042,0.000358,-0.000085,1.653625,-0.217107,-0.002030,-0.074084,0.099394,-0.046842,0.007884,-0.000068,0.380254,0.030392,-0.003626,0.000428,0.008493,-0.009066,0.003517,-0.000476,-2.827495,-0.484494,0.000945,0.149943,-0.299140,0.233604,-0.081877,0.010746
2.000000,1.904439,-0.138578,-0.044436,0.003941,0.003291,-0.002479,0.001031,-0.000159,1.205756,-0.198030,0.037600,0.070421,-0.125654,0.090921,-0.029065,0.003426,0.439858,0.029400,0.001492,0.001714,-0.003861,0.001663,-0.000005,-0.000074,-3.768709,-0.471748,-0.019651,0.018369,0.037286,-0.061578,0.030295,-0.004951
2.000000,1.499967,-0.235514,0.000189,0.006811,0.003898,-0.003423,0.001276,-0.000181,1.000782,0.004336,0.044474,-0.030064,0.084085,-0.071990,0.025725,-0.003355,0.499915,0.031080,0.000902,-0.005142,0.002716,0.001628,-0.001535,0.000299,-4.712540,-0.464128,0.003338,-0.071486,0.115258,-0.073455,0.020504,-0.002047
2.000000,1.095469,-0.138371,0.045159,0.003698,0.001276,-0.001473,0.000456,-0.000054,1.205427,0.188983,0.042144,0.000036,-0.040860,0.039251,-0.015072,0.002071,0.560170,0.029477,-0.001868,0.003631,-0.000075,-0.002458,0.001357,-0.000217,-5.655573,-0.477173,0.009435,0.046600,-0.107680,0.083449,-0.027772,0.003382
2.000000,1.024449,0.072826,0.053039,-0.002495,-0.002422,0.001645,-0.000698,0.000109,1.655000,0.224502,-0.023827,-0.008623,0.022062,-0.024178,0.010031,-0.001452,0.619877,0.029708,0.001077,0.000086,-0.000647,-0.000316,0.000458,-0.000104,-6.596450,-0.467334,-0.012208,-0.026705,0.083163,-0.072324,0.026261,-0.003468
2.000000,1.345474,0.223979,0.017296,-0.006695,-0.004153,0.003415,-0.001263,0.000178,1.975189,0.073099,-0.048360,-0.007200,-0.004905,0.009862,-0.004549,0.000691,0.679873,0.030575,0.001066,-0.002484,0.000506,0.000961,-0.000540,0.000080,-7.540541,-0.472818,0.009836,0.005464,-0.037013,0.036217,-0.013859,0.001887
2.000000,1.793886,0.190534,-0.032625,-0.005547,-0.002464,0.002444,-0.000813,0.000103,1.904741,-0.138663,-0.047858,0.007046,0.007591,-0.009416,0.004223,-0.000648,0.740024,0.030532,-0.000273,-0.001297,0.000879,0.000403,-0.000421,0.000082,-8.481832,-0.470530,-0.006445,-0.002692,0.025450,-0.026965,0.011009,-0.001592
