# duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
2.000000,1.540668,-0.000000,0.000000,2.159608,-3.985112,2.974207,-1.019278,0.132692,0.753921,0.000000,0.000000,0.419111,-0.464105,0.238364,-0.057858,0.005177,0.105378,0.000000,0.000000,0.181317,-0.286409,0.183959,-0.053960,0.005968,0.079939,0.000000,-0.000000,4.474635,-8.270368,6.235837,-2.158137,0.283514
2.000000,1.981212,0.073130,-0.205860,0.470284,-0.614626,0.363365,-0.099721,0.010292,1.268599,0.457894,0.038612,-0.117089,0.182188,-0.142047,0.049016,-0.006272,0.170514,0.040758,-0.009134,-0.043151,0.104876,-0.085834,0.030436,-0.003985,1.266894,0.562617,-0.205766,1.210896,-1.878041,1.307432,-0.428450,0.053845
2.000000,1.795217,-0.241307,-0.082754,-0.103948,0.329467,-0.294277,0.113355,-0.016050,2.105841,0.274777,-0.106056,-0.011166,-0.048361,0.053036,-0.020742,0.002888,0.239420,0.034063,0.008815,0.000494,-0.026748,0.029226,-0.011885,0.001696,2.516701,0.627503,-0.063288,0.084788,0.049706,-0.130920,0.070252,-0.011944
2.000000,1.204913,-0.245199,0.078165,-0.090510,0.125985,-0.059851,0.009650,0.000021,2.107403,-0.276732,-0.128156,0.021967,0.021875,-0.022861,0.009594,-0.001418,0.310409,0.035074,-0.005093,0.003452,0.007876,-0.010749,0.004636,-0.000678,3.769991,0.646190,-0.001234,-0.202794,0.405063,-0.316776,0.111198,-0.014617
2.000000,1.023937,0.087101,0.100973,0.079274,-0.173369,0.124546,-0.039860,0.004721,1.267982,-0.447936,0.049309,0.023390,0.000127,0.001427,-0.001284,0.000220,0.379842,0.034851,0.002099,-0.001141,-0.003263,0.004094,-0.001683,0.000236,5.024945,0.629191,0.026183,-0.027320,-0.043343,0.076538,-0.038230,0.006288
2.000000,1.501020,0.319946,-0.014617,-0.059836,0.110735,-0.092913,0.033200,-0.004316,0.750156,0.000275,0.146598,-0.000700,-0.001803,-0.001746,0.000275,0.000030,0.450093,0.035225,-0.000876,-0.000591,0.001847,-0.000872,0.000026,0.000034,6.283388,0.619080,-0.004474,0.092049,-0.146562,0.091894,-0.025040,0.002404
2.000000,1.974639,0.094721,-0.081432,0.004531,-0.052281,0.053178,-0.020321,0.002775,1.268252,0.447244,0.045772,-0.024027,-0.009387,0.004972,-0.001044,0.000086,0.520041,0.034428,-0.000426,0.002782,-0.001419,-0.001099,0.000980,-0.000191,7.540762,0.636429,-0.012561,-0.065107,0.150142,-0.116956,0.039230,-0.004825
2.000000,1.794525,-0.253595,-0.066671,0.016297,0.029847,-0.031370,0.012750,-0.001836,2.106682,0.277353,-0.118843,-0.019247,0.001112,0.004551,-0.001946,0.000281,0.589878,0.035461,0.001244,-0.002626,0.000172,0.001629,-0.000906,0.000144,8.795266,0.623345,0.016265,0.032378,-0.103805,0.090374,-0.032697,0.004293
2.000000,1.205664,-0.253935,0.063800,0.011940,-0.011607,0.014112,-0.006509,0.000992,2.106943,-0.276876,-0.121498,0.017900,0.008800,-0.005126,0.001749,-0.000240,0.660095,0.035302,-0.000752,-0.000428,0.000736,0.000221,-0.000369,0.000083,10.054055,0.630641,-0.013117,-0.010447,0.056338,-0.054315,0.020797,-0.002848
2.000000,1.024761,0.096675,0.090141,-0.002498,0.002794,-0.009637,0.004626,-0.000713,1.268309,-0.448504,0.045153,0.028421,0.004654,-0.007067,0.002654,-0.000372,0.730107,0.034669,-0.000851,0.001658,-0.000129,-0.000863,0.000454,-0.000068,11.309109,0.627603,0.008592,0.000319,-0.026745,0.029773,-0.012305,0.001783
2.000000,1.499799,0.314460,0.002354,-0.024728,0.000650,0.002369,-0.001187,0.000196,0.749888,-0.000234,0.149134,-0.000620,-0.005052,0.000180,0.000032,0.000001,0.799971,0.034688,0.000229,0.000685,-0.000379,-0.000405,0.000330,-0.000062,12.566707,0.627864,-0.004782,0.006785,0.004098,-0.010448,0.005472,-0.000908
2.000000,1.975570,0.097137,-0.094382,-0.005179,0.001843,0.000543,0.000020,-0.000039,1.268102,0.448180,0.046886,-0.028194,-0.007544,0.006265,-0.002135,0.000290,0.869926,0.034975,0.000545,-0.000308,-0.000154,0.000021,0.000078,-0.000022,13.822881,0.629559,0.001933,-0.010997,0.010828,-0.002570,-0.000827,0.000311
